Date,AAPL,CVX,JNJ,MSFT,NVDA,PFE,UNH,XOM
2019-01-02,37.50372314453125,80.604248046875,104.38787078857422,94.39717102050781,3.376983165740967,29.294353485107422,215.45318603515625,50.00184631347656
2019-01-03,33.768070220947266,79.06046295166016,102.72911834716797,90.92446899414062,3.1729559898376465,28.47479248046875,209.5776824951172,49.23413848876953
2019-01-04,35.20961380004883,80.69889831542969,104.4532470703125,95.15328979492188,3.376239538192749,29.125028610229492,212.0287628173828,51.04939270019531
2019-01-07,35.13125228881836,81.74752807617188,103.783203125,95.27465057373047,3.5549800395965576,29.280807495117188,212.4358367919922,51.314842224121094
2019-01-08,35.80095672607422,81.39070892333984,106.1937484741211,95.9654541015625,3.466477394104004,29.416276931762695,215.27615356445312,51.68794250488281
2019-01-09,36.40892028808594,82.48297119140625,105.35209655761719,97.3377456665039,3.5346519947052,29.355318069458008,215.5858917236328,51.96059036254883
2019-01-10,36.52527618408203,82.61406707763672,105.98947143554688,96.7122573852539,3.6003475189208984,28.657672882080078,216.67425537109375,51.69511795043945
2019-01-11,36.16667938232422,81.95140838623047,106.02212524414062,95.9654541015625,3.68959379196167,29.043745040893555,219.15187072753906,51.458335876464844
2019-01-14,35.62283706665039,81.35428619384766,104.82096099853516,95.26532745361328,3.7295074462890625,28.698307037353516,219.49696350097656,51.393768310546875
2019-01-15,36.35191345214844,81.64557647705078,105.7034683227539,98.02849578857422,3.715376377105713,28.942150115966797,227.29249572753906,51.4224739074707
2019-01-16,36.796024322509766,81.12126922607422,104.62486267089844,98.37391662597656,3.6898412704467773,28.5222110748291,231.35397338867188,51.40095138549805
2019-01-17,37.01449966430664,81.52904510498047,105.48285675048828,99.06475830078125,3.7612383365631104,28.76604461669922,229.85858154296875,51.75251007080078
2019-01-18,37.24249267578125,83.28402709960938,106.79024505615234,100.54901123046875,3.8903982639312744,28.806682586669922,234.9287872314453,52.369564056396484
2019-01-22,36.40654373168945,81.8057632446289,105.2458724975586,98.65397644042969,3.688106060028076,28.630571365356445,235.09690856933594,51.580326080322266
2019-01-23,36.553794860839844,81.11397552490234,105.2458724975586,99.6155014038086,3.7009973526000977,28.55607795715332,236.27377319335938,51.15700149536133
2019-01-24,36.26405715942383,82.65776824951172,103.79955291748047,99.13938903808594,3.912956953048706,27.736507415771484,235.48622131347656,51.228755950927734
2019-01-25,37.46574020385742,82.44659423828125,104.78011322021484,100.044921875,3.970223903656006,27.52654266357422,237.18515014648438,51.458335876464844
2019-01-28,37.11899948120117,81.68197631835938,105.401123046875,98.09387969970703,3.421358108520508,26.774696350097656,236.05258178710938,51.113948822021484
2019-01-29,36.73426818847656,81.43440246582031,106.4960708618164,96.09616088867188,3.2624497413635254,27.614587783813477,236.55685424804688,51.30767059326172
2019-01-30,39.2444953918457,82.29365539550781,107.56651306152344,99.30744171142578,3.4059884548187256,28.16322898864746,239.23802185058594,51.8673095703125
