Date,AAPL,CVX,JNJ,MSFT,NVDA,PFE,UNH,XOM
2020-05-28,133560800,9633300,6189600,33810200,734896000,22521767,4387700,19698000
2020-05-29,153532400,17010000,8504000,42130400,745256000,48333067,6251500,25874700
2020-06-01,80791200,7344000,6141800,22622400,389876000,76884979,2894000,19031000
2020-06-02,87642800,7880300,6078300,30794600,391320000,42690900,2756800,22319000
2020-06-03,104491200,8440200,6339500,27311000,365440000,38751996,4360000,23418000
2020-06-04,87560400,6371700,8170500,28761800,424280000,27013388,4374300,18731400
2020-06-05,137250400,12760100,9725400,39893600,481748000,36705655,5554300,41328900
2020-06-08,95654400,11090700,7555600,33211600,387736000,30194149,4635500,33579400
2020-06-09,147712400,10745400,8247200,29783900,468488000,21675088,3061500,27276900
2020-06-10,166651600,10486300,10137100,43872300,632180000,29557217,3296100,31156800
2020-06-11,201662400,14944800,11913300,52854700,583652000,63166642,6638900,39183000
2020-06-12,200146000,9532400,8687400,43373600,570908000,37902472,5416800,30978100
2020-06-15,138808800,12289500,8649600,32770200,400004000,36247482,4494600,27929300
2020-06-16,165428800,8726700,7579100,42556700,535716000,55616945,4245400,26203400
2020-06-17,114406400,6019900,5100100,25687800,408304000,27509822,2538000,19279400
2020-06-18,96820400,7064100,4797400,23061600,254408000,32278855,2926600,21478700
2020-06-19,264476000,14838800,12206900,44441100,524160000,43986266,5172800,48899900
2020-06-22,135445200,5939200,5285600,32818900,398468000,23332503,2174100,17565400
2020-06-23,212155600,6317700,5921600,30917400,375108000,37690408,4023400,18916600
2020-06-24,192623200,8974500,8211200,36740600,449372000,30817695,3399900,27626900
2020-06-25,137522400,7398000,7421200,27803900,376072000,27418651,3112500,19353600
2020-06-26,205256800,13766000,12849700,54675800,592084000,42153992,5043200,31518600
2020-06-29,130646000,7022200,5309800,26701600,342248000,23956261,2356700,17052100
2020-06-30,140223200,8263600,7738300,34310300,367892000,25451676,2932900,22153600
2020-07-01,110737200,6379400,6174800,32061200,326648000,73503009,2303800,17290100
2020-07-02,114041600,5832800,5152200,29315800,364056000,45270881,1971700,18216600
2020-07-06,118655600,6747500,6156400,31897600,315892000,27150935,2395000,22692000
2020-07-07,112424400,5898000,5622600,33600700,357800000,25148018,2075700,17407600
2020-07-08,117092000,6736400,6257400,33600000,365480000,24256545,1987400,18291400
2020-07-09,125642800,8833600,5738600,33121700,494548000,20363702,3061700,25882000
2020-07-10,90257200,6218100,4282400,26177600,497676000,24459019,2391600,18951000
2020-07-13,191649200,7074000,6951900,38135600,457076000,56569129,4263300,20028300
2020-07-14,170989200,7440500,7447100,37591800,542676000,32854129,4234900,21444100
2020-07-15,153198000,5935200,8512800,32179400,403984000,26294454,5116900,17332400
2020-07-16,110577600,4795700,9304700,29940700,344964000,18421812,3844500,14673700
2020-07-17,92186800,5964000,7441100,31635300,266284000,23347365,3016500,17958900
2020-07-20,90318000,14974800,6191500,36884800,284852000,36815693,2375500,18553900
2020-07-21,103433200,15115000,5575900,37990400,277036000,23588520,2340200,28821800
2020-07-22,89001600,10317500,5910200,49605700,367292000,90705554,1935800,21345400
2020-07-23,197004400,6586300,6566300,67457000,411660000,59639536,2367700,17934400
2020-07-24,185438800,6620500,5405900,39827000,473292000,33870501,2415700,16415300
2020-07-27,121214000,7599700,5675200,30160900,292132000,27640307,2060500,18547900
2020-07-28,103625600,6787300,4842200,23251400,271636000,56393954,2257400,19190500
2020-07-29,90329200,6386900,4489100,19632600,284508000,37033660,2672700,14143200
2020-07-30,158130000,10112800,5922500,25079600,308880000,32273796,2205300,29901100
2020-07-31,374336800,19119800,8259600,51044000,386080000,28472124,3913500,32116200
2020-08-03,308151200,11220100,4078700,78983000,412720000,31036400,2628500,23033600
2020-08-04,173071600,9077900,4162200,49280100,310336000,29448549,3594900,17724000
2020-08-05,121776800,7324200,5467500,28806400,249924000,24292697,2982200,17175100
2020-08-06,202428800,7035600,4837900,32656800,244316000,20922111,3305300,14434900
2020-08-07,198045600,7185000,3635100,27820400,342516000,23097251,2600800,18757900
2020-08-10,212403600,8150200,4096600,36716500,427796000,19964552,2563600,24367800
2020-08-11,187902400,9074300,6388400,36446500,354512000,21326847,3018200,28987500
2020-08-12,165598000,9057400,5257300,28013100,464412000,19957595,2915800,22503200
2020-08-13,210082000,7314600,5155500,22588900,374460000,15340021,2159500,17338700
2020-08-14,165565200,6343000,4240200,17958900,366436000,12901276,1787200,13595700
2020-08-17,119561600,10473800,4306900,20184800,621300000,17494187,2772500,15554600
2020-08-18,105633600,7981500,4322600,21336200,503448000,10846398,2520000,13014000
2020-08-19,145538000,9120300,7816300,27627600,622624000,15690055,2066700,14473100
2020-08-20,126907200,7872300,4874700,26981500,921388000,21957455,2245600,15678500
2020-08-21,338054800,9003600,6722800,36249300,999868000,25467170,2488500,25517700
2020-08-24,345937600,8738700,5387900,25460100,490564000,25011947,2922200,18208900
2020-08-25,211495600,6835800,3863500,23043700,289076000,26221201,1879300,31285600
2020-08-26,163022400,7486500,8008300,39600800,321244000,24083689,3178900,26795000
2020-08-27,155552400,7438200,5575400,57602200,317604000,22156556,2321000,32034300
2020-08-28,187630000,7307900,5395700,26292900,537160000,32830519,2883500,33477100
2020-08-31,225702700,9437500,6362700,28774200,500840000,30032465,4341600,25259600
2020-09-01,151948100,8990600,6307700,25725500,511316000,36145560,2487100,22464100
2020-09-02,200119000,10821900,6881900,34080800,874012000,29068688,2846500,26413400
2020-09-03,257599600,16179900,8672800,58400300,945128000,35956788,3872500,28817200
2020-09-04,332607200,10516600,7200100,59664100,1463684000,26872257,2901000,24632500
2020-09-08,231366600,14942500,8756800,52924300,795728000,26736818,2594500,38496400
2020-09-09,176940500,9269800,6960700,45679000,736200000,27490533,2195600,25886100
2020-09-10,182274400,11845900,6191800,35461500,698684000,21650741,2421200,34381200
2020-09-11,180860300,13732400,3934700,33620100,636928000,24109301,3085900,26838600
2020-09-14,140150100,8182800,4375800,30375800,1201744000,29565543,1795500,26129900
2020-09-15,184642000,11732000,3658800,21823900,727556000,22003726,1468300,23724200
2020-09-16,154679000,13019000,4323000,26328100,556384000,22208412,3438200,30890900
2020-09-17,178011000,10515100,5461400,34011300,792512000,17894390,2394100,24696200
2020-09-18,287104900,14517800,12174000,55225300,698460000,31694623,3795400,46853800
2020-09-21,195713800,16199100,7574500,39839700,721044000,26608968,4124700,35351800
2020-09-22,183055400,9155000,5295900,33517100,646452000,22727297,3163600,27303200
2020-09-23,150718700,16649200,8784400,30803800,647012000,23102521,3709900,31251400
2020-09-24,167743300,15203500,5614800,31202500,731240000,20859925,2869100,26796000
2020-09-25,149981400,11070500,5531200,29437300,588016000,14365598,2455800,23486000
2020-09-28,137672400,12863800,5843200,32004900,573808000,15044269,2575700,23396500
2020-09-29,99382200,10553000,6768600,24221900,621460000,13512491,1797800,20770500
2020-09-30,142675200,10466500,8487700,33829100,689184000,22629275,3497300,22223700
2020-10-01,116120400,14930700,6457800,27158400,525004000,22520396,2731200,36890200
2020-10-02,144712000,9854800,5485600,33154800,552496000,21461759,2338000,32694300
2020-10-05,106243800,12049800,4992800,21331600,479820000,19400029,1638600,22965200
2020-10-06,161498200,15294500,5118200,28554300,784420000,25233392,2434400,26731800
2020-10-07,96849000,15410300,5603100,25681100,418084000,22160034,2596600,23779300
2020-10-08,83477200,11590900,4413500,19925800,378900000,17857395,2056700,34413700
2020-10-09,100506900,12260900,5054100,26458000,346892000,23667465,2028900,29228600
2020-10-12,240226800,9056900,7273200,40461400,434744000,19413837,2424200,17912800
2020-10-13,262330500,10440300,11057600,28950800,344604000,21543233,2713500,20995100
2020-10-14,150712000,7057500,7706400,23421700,276100000,22120298,4455400,17743000
2020-10-15,112559200,10052100,5978600,22733100,267224000,16089205,3172200,23251600
2020-10-16,115393800,9305600,6097000,26057900,242392000,42993503,3293300,22627200
2020-10-19,120639300,8357100,7250800,27625800,298068000,31931352,2482100,23645800
2020-10-20,124423700,7753200,5325400,22753500,229212000,22384852,1988600,23040600
2020-10-21,89946000,9800600,5221300,22724900,219596000,18984859,2139000,28619300
2020-10-22,101988000,9810100,5279700,22351500,290480000,19243616,2100600,31831500
2020-10-23,82572600,8727200,4154400,18879600,233484000,30557884,2349500,27429100
2020-10-26,111850700,9710900,6929500,37111600,336896000,33783124,2408500,30888700
2020-10-27,92276800,14251700,4890100,36700300,250520000,36851529,2427700,27100700
2020-10-28,143937800,15961900,8426100,51195600,376520000,33857537,3301400,42136400
2020-10-29,146129200,12292200,7205400,31432600,320080000,27545341,3279200,38622800
2020-10-30,190272600,17191600,7364100,36953700,416820000,25631067,3556800,47885700
2020-11-02,122866900,11475500,7088000,30842200,299652000,21430666,4519000,40130300
2020-11-03,107624400,8608000,6363000,27512000,272900000,21636617,4043900,36773000
2020-11-04,138235500,10925700,10263500,42311800,410228000,40870536,10344900,35410100
2020-11-05,126387100,10627700,8016200,36080100,319028000,33926995,4786500,30824100
2020-11-06,114457900,8366900,5942500,25231900,383348000,23870676,2994900,33985600
2020-11-09,154515300,24015200,12351600,44395000,582976000,230153864,4635300,76879400
2020-11-10,138023400,15039700,7386500,44045100,644068000,80091668,3733200,49055400
2020-11-11,112295000,11640600,6382400,29440800,404744000,58980997,2048200,34124500
2020-11-12,103162300,8920700,4710300,21593900,365812000,46767877,2907300,30933700
2020-11-13,81581900,10890300,5893500,18621100,346312000,40175634,2442100,29241500
2020-11-16,91183000,18980200,6266400,24953300,413776000,75530167,2790100,38596800
2020-11-17,74271000,14329000,7297700,24154100,312028000,46984500,2557600,26521100
2020-11-18,76322100,10583700,6661000,28372800,510924000,63442700,2722500,31068000
2020-11-19,74113000,8820200,7987700,24792700,565936000,43261800,3935600,26954400
2020-11-20,73604300,8294600,6354900,22843100,341088000,60633800,3702000,18351000
2020-11-23,127959300,13379300,7318300,25683500,361356000,43673100,2535700,29367600
2020-11-24,113874200,17257400,11034800,33979700,346500000,42485300,3759700,46979300
2020-11-25,76499200,10556600,7594600,21012900,259916000,26955800,3145100,28178200
2020-11-27,46691300,4627700,3059000,14512200,167276000,25277000,1558600,14971900
2020-11-30,169410200,14288400,15663200,33064800,286952000,65425900,5265700,45614300
2020-12-01,127728200,9913600,9738200,30904500,296948000,72499700,3817700,32472900
2020-12-02,89004200,10509600,7745500,23724500,283360000,84347500,2864300,29369500
2020-12-03,78967600,8249800,7310500,25120900,199520000,68570100,4169200,27038900
2020-12-04,78260400,10791100,6747100,24666000,202244000,35368100,3255100,28723600
2020-12-07,86712000,9398400,6634700,24620000,223244000,48253700,2999400,24899400
2020-12-08,82225500,7627300,8339800,23284100,271920000,87039300,2471200,32573800
2020-12-09,115089200,11129400,8440100,32440600,401300000,86118500,2600400,37824800
2020-12-10,81312200,11992100,7392900,26733300,207764000,57749200,2896900,38058700
2020-12-11,86939800,9584500,5977400,30979400,209264000,60737000,3071700,25478800
2020-12-14,79184500,12198400,8547300,28798400,270156000,94809700,2479000,30595000
2020-12-15,157243700,11775300,7612600,27000600,193016000,65712800,2616500,27138400
2020-12-16,98208600,9892900,8486100,35023300,223116000,56515300,2365600,34273000
2020-12-17,94359800,11748900,9920300,32515800,231384000,52036400,2525700,21204600
2020-12-18,192541500,27427600,17137200,63354900,342064000,60259200,8742700,46596800
2020-12-21,121251600,11430500,7893400,37181900,302332000,40891800,2892700,27869500
2020-12-22,168904800,8585800,4699500,22612200,185580000,33634400,2069700,21792900
2020-12-23,88223700,7223100,4607300,18699600,179144000,36182000,2348100,19085900
2020-12-24,54930100,3335600,2114900,10550600,97884000,14790100,1360600,8039000
2020-12-28,124486200,8051900,3855500,17933500,212564000,26993700,2308200,23877500
2020-12-29,121047300,7670800,5212000,17403200,170372000,23152100,2275700,20287700
2020-12-30,96452100,7901800,5412800,20272300,225396000,24889800,1866000,23807300
2020-12-31,99116600,8350700,5099900,20942100,192424000,30796500,1969000,22786500
2021-01-04,143301900,9234900,11765900,37130100,560640000,33565700,4203800,27764700
2021-01-05,97664900,13414800,9602300,23823000,322760000,29909400,3160500,44035100
2021-01-06,155088000,13916800,8230100,35930700,580424000,34962500,6561400,36484800
2021-01-07,109578200,9286600,7747200,27694500,461480000,27809500,3366700,29528100
2021-01-08,105158200,11152100,8228900,22956200,292528000,33462400,2947800,28628200
2021-01-11,100384500,10635000,7066200,23031300,518344000,47286900,2695100,38246200
2021-01-12,91951100,10923900,6903200,23249300,291476000,47831100,2372500,36915100
2021-01-13,88636800,9723300,6643100,20087100,210028000,31027900,1974500,29000300
2021-01-14,90221800,13950200,10030800,29480800,283120000,30272000,2919900,35474800
2021-01-15,111598500,10244600,7630800,31746500,277780000,34287800,3777000,42411300
2021-01-19,90757300,9574800,9057600,30480900,226188000,33451300,3361300,24932600
2021-01-20,104319500,8735400,6839900,37777300,258572000,35400100,3036800,22342400
2021-01-21,120150900,10393100,6818000,30709400,337780000,33829700,3749800,29044500
2021-01-22,114459400,7810600,8137000,30172700,246820000,26271200,2585100,23264800
2021-01-25,157611700,7689400,9924400,33152100,251112000,31728500,2506300,26395800
2021-01-26,98390600,7827800,14205700,49169600,163980000,27718700,2467500,23976800
2021-01-27,140843800,10178500,14207300,69870600,371272000,50561200,4770900,32410300
2021-01-28,142621100,8155500,8944400,49111200,228316000,39466700,2769900,24967200
2021-01-29,177523800,14699800,22505900,42503100,271552000,60251900,3899200,38961100
2021-02-01,106239800,8073600,9971400,33314200,217204000,40395800,3020200,24412400
2021-02-02,83305400,9233100,11443300,25916300,220440000,84062400,2663700,31940400
2021-02-03,89880900,9256500,8601900,27158100,245408000,38524200,2537100,28459300
2021-02-04,84183100,7917600,7758100,25296100,201340000,34284900,5962200,25280300
2021-02-05,75693800,8017300,9495300,18054800,169152000,31749600,7227900,34980100
2021-02-08,71297200,9886600,6035300,22211900,434624000,31633900,4758200,36998700
2021-02-09,76774200,7605500,5544200,23565000,287560000,30170200,4096900,28977000
2021-02-10,73046600,8778800,5921300,22186700,485352000,29039900,4122700,25723800
2021-02-11,64280000,8572400,4871300,15751100,450828000,30885200,2776700,26972200
2021-02-12,60145100,7858300,4413100,16561100,374756000,25578600,2760800,19756700
2021-02-16,80576300,14006000,5656100,26728500,321960000,28730300,4339000,28060100
2021-02-17,97918500,14342300,6676700,21653500,274756000,26389400,2620000,25509700
2021-02-18,96856700,9030600,5189100,16925600,233868000,24052500,2383500,20627600
2021-02-19,87668800,8913900,8190900,25262600,271724000,28145300,2313800,22607200
2021-02-22,103916400,13178700,6447100,36446900,325884000,34322500,2688300,36435100
2021-02-23,158273000,14874000,7042800,30228700,391780000,37624200,3225700,33527900
2021-02-24,111039900,16116000,10286100,26339700,448320000,30686100,3360500,28728600
2021-02-25,148199500,13219200,9719700,39542200,824436000,37506100,2780100,29670900
2021-02-26,164560400,14454100,14417500,37819200,500932000,41462800,5430000,35291000
2021-03-01,116307900,10439900,10551400,25324000,353184000,30407800,4198900,36998300
2021-03-02,102260900,10643500,7610900,22812500,264116000,27670400,2568900,30302600
2021-03-03,112966300,14958200,8499600,34029500,377592000,46020200,3039700,35358900
2021-03-04,178155000,22994200,11033200,44727800,573344000,45449600,4991600,52137500
2021-03-05,153766600,23638200,8331600,41872800,542840000,30589900,4563100,51429800
2021-03-08,154376600,18033600,6546700,35267400,543112000,24352300,3419900,38154600
2021-03-09,129525800,19010700,7461300,33080500,521824000,25167100,4277600,35645900
2021-03-10,111943300,17389900,6635600,29746800,384376000,33501800,3012300,31579100
2021-03-11,103026500,10989500,6305600,29907600,299916000,24557900,2520500,24802600
2021-03-12,88105100,10930300,5474800,22653700,243964000,16342400,2088700,20422700
2021-03-15,92403800,10488000,5524100,26034900,221988000,21896100,2343400,31243600
2021-03-16,115227900,11698400,6369100,28092200,272128000,25022400,2904200,30624800
2021-03-17,111932600,9168600,6001400,29562100,243864000,42540100,2633100,25575500
2021-03-18,121229700,13246600,4801800,34833000,293896000,24729800,3311600,38622800
2021-03-19,185549500,18491000,14891500,46430700,299208000,48348900,8572900,84439400
2021-03-22,111912300,12508500,7544100,30127000,297804000,25427500,3505200,29315100
2021-03-23,95467100,14781700,7178300,31638400,222048000,27970500,3100100,33493300
2021-03-24,88530500,11026800,6370100,25620100,245840000,22883400,3407800,29781800
2021-03-25,98844700,11138200,6269800,34061900,295144000,24875300,3021500,31495900
2021-03-26,94071200,9820200,7619200,25479900,363968000,27944500,2959800,34226500
2021-03-29,80819200,7542300,8535100,25227500,273520000,27004800,2740400,21144400
2021-03-30,85671900,6284600,7236300,24792000,200204000,26303300,3066000,20303400
2021-03-31,118323800,8954400,8281500,43623500,314776000,26582700,3356500,23686500
2021-04-01,75089100,8515800,7229700,30338000,308276000,21319900,2977700,23194500
2021-04-05,88651200,8692700,7387100,36910600,255672000,22096900,2709400,23264800
2021-04-06,80171300,8125100,5074200,22931900,191744000,20722900,2698600,18926300
2021-04-07,83466700,7699300,4608000,22719800,251284000,21933800,2158900,22385000
2021-04-08,88844600,8283000,5039400,23625200,244416000,18129400,2426700,21999300
2021-04-09,106686700,7163700,8418300,24326800,195172000,31686700,2483200,20020700
2021-04-12,91420000,7845900,5022800,27148700,869324000,29944900,3057300,20238800
2021-04-13,91266500,6829900,18424100,23837500,676212000,33967400,2652300,19370600
2021-04-14,87222800,10194800,7718300,23070900,385500000,23842900,2805600,28051100
2021-04-15,89347100,7860500,7524600,25627500,598480000,24945800,4488300,23250300
2021-04-16,84922400,7459700,9049400,24878600,335208000,52829500,4532400,22752000
2021-04-19,94264200,7068700,8353500,23209300,404420000,30905100,2965400,21123300
2021-04-20,94812300,9783800,14050700,19722900,334132000,26459400,3348100,21782100
2021-04-21,68847100,8264400,6333200,24030400,216776000,29365000,2473300,16625600
2021-04-22,84566500,9899400,7233000,25606200,277788000,33373600,2718600,21600100
2021-04-23,78657500,6756000,6015300,21462600,227500000,24375000,2263200,15337900
2021-04-26,66905100,5639700,6027800,19763300,197796000,19773400,1642300,16083800
2021-04-27,66015800,6898900,6217700,31014200,164572000,19061500,1758500,19278600
2021-04-28,107760100,8718400,7448000,46903100,209416000,21963300,1886500,24729800
2021-04-29,151101000,9740300,6394300,40589000,173196000,23569400,1996500,27318400
2021-04-30,109839500,13730000,9079100,30945100,201912000,28413200,2328100,30518400
2021-05-03,75135100,7938100,6594100,19626600,203912000,46638600,2568500,20509600
2021-05-04,137564700,8704300,10179500,32756100,405324000,52802200,3237200,23522200
2021-05-05,84000900,12872400,7792300,21901300,292024000,76627500,2767600,31526200
2021-05-06,78128300,9654900,5529900,26491100,193380000,54944900,3058700,26836800
2021-05-07,78973300,10273000,5316200,27032900,229328000,33807800,1851000,33610600
2021-05-10,88071200,13586500,8357500,29299900,268904000,30831900,2489300,31956600
2021-05-11,126142800,12754800,8217900,33641600,285584000,30568600,3024000,34563800
2021-05-12,112172300,11661900,6758300,36684400,303408000,26208600,2888100,34426500
2021-05-13,105861300,9706300,8018600,29624300,285404000,25415000,2637500,24268200
2021-05-14,81918000,9124100,5797700,23901100,258616000,18041100,2072900,20735400
2021-05-17,74244600,12692900,5722600,24970200,216980000,18095000,1583900,25282500
2021-05-18,63342900,12759900,5846000,20168000,186256000,15805500,2694800,25170800
2021-05-19,92612000,14762700,5533800,25739800,344000000,20209500,2783100,28889800
2021-05-20,76857100,9706300,4853200,21800700,321592000,18621100,2105800,20692500
2021-05-21,79295400,10352800,6501800,21863100,672992000,21144800,4295400,20792700
2021-05-24,63092900,6785600,5195100,21411500,554816000,16922300,1883600,18400300
2021-05-25,72009500,7884000,7444700,17704300,435408000,25916300,2285600,25616100
2021-05-26,56575900,9232400,5726400,17771600,370440000,28036500,1903900,21698700
2021-05-27,94625600,11703400,8114700,24426200,581476000,38471200,2041800,33556000
2021-05-28,71311100,7278200,6400800,18270200,644536000,16154100,2367900,19246800
2021-06-01,67637100,10260600,10448400,23213300,472804000,23642400,2199600,28474200
2021-06-02,59278900,9141800,6806000,19406700,594168000,19629000,2232900,22978300
2021-06-03,76229200,8809300,5808800,25307700,580008000,17376300,2281200,20272800
2021-06-04,75169300,6699300,6510300,25281100,617120000,19375300,2990900,20427800
2021-06-07,71057600,6748600,5362800,23079200,575756000,24110700,3353800,15477900
2021-06-08,74403800,10559500,7746800,22455000,323848000,18880300,3051300,28953400
2021-06-09,56877900,10146900,5552600,17937600,381656000,29824000,1925700,29133000
2021-06-10,71186400,13526200,6463100,24563600,287772000,42613700,4033600,27488700
2021-06-11,53522400,7731700,7389900,18999700,416308000,21386900,3094300,17631700
2021-06-14,96906500,9051900,4931300,19150500,321376000,23408300,2674900,16997200
2021-06-15,62746300,10540200,5062900,18038900,243032000,20206900,2845800,30717100
2021-06-16,91815000,9283300,6988500,27220000,307124000,19177500,3330800,24803200
2021-06-17,96721700,14337800,5874700,27565500,809656000,19580100,3532000,28491800
2021-06-18,108953300,22284500,12993000,37202200,968856000,37775900,5521400,39590700
2021-06-21,79663300,13591500,6592300,26696100,672384000,19488100,3839300,33145400
2021-06-22,74783600,10230100,5627800,24694100,580144000,15975900,3964600,25140400
2021-06-23,60214200,7792800,4493400,19518700,332356000,22025400,2942100,20701600
2021-06-24,68711000,8724600,4549200,21446900,320924000,13436500,3309100,19568400
2021-06-25,70783700,8102300,10963800,25611100,278364000,22774300,16928900,18438300
2021-06-28,62111300,11348400,5604000,19590000,495436000,19225700,3193300,20570000
2021-06-29,64556100,7225500,3749500,19937800,367632000,14516600,2458800,19579300
2021-06-30,63261400,7927500,6151700,21656500,326568000,21248100,2875600,17875500
2021-07-01,52485800,10873200,6320200,16725300,480136000,20035900,2678100,22530300
2021-07-02,78852600,7107700,9059900,26458000,342764000,16592700,1982400,14555300
2021-07-06,108181800,10162800,6098500,31565600,446708000,18931900,2615300,22110800
2021-07-07,104911600,8245000,6293500,23260000,418428000,17665200,2270400,21671400
2021-07-08,105575500,8695500,5755500,24618600,503300000,23021200,2032300,18935900
2021-07-09,99890800,8567900,6120900,23916700,296624000,21578700,2078900,20086000
2021-07-12,76299700,9898600,7840500,18931700,321984000,24513000,2802600,21809400
2021-07-13,100827100,6738000,4691200,26120100,290708000,12222000,2948900,17147300
2021-07-14,127050800,9216600,6162900,23113700,380100000,15888600,3538700,21573600
2021-07-15,106820300,9665700,6656900,22604200,550564000,20250800,3546500,15851100
2021-07-16,93251400,12199100,5834900,26186800,688224000,24270400,2625400,27049500
2021-07-19,121434600,17385500,8219700,32935600,749060000,29818400,3611300,37969100
2021-07-20,96350000,12114600,9902800,26259700,434687000,48804100,3186700,26756100
2021-07-21,74993500,11478100,7585200,24364300,371017000,27530200,1863700,20908700
2021-07-22,77338200,7694300,5281900,23384100,323826000,18913300,1421900,13493800
2021-07-23,71447400,7570800,5014900,22768100,195672000,21609200,1611700,14088200
2021-07-26,72434100,10227500,4484900,23176100,203943000,23720000,2232600,18387600
2021-07-27,104818600,8332100,7089300,33604100,248863000,32544100,2630600,16861400
2021-07-28,118931200,8546100,5750700,33566900,202191000,53822400,2446600,16855300
2021-07-29,56699500,8681300,4214100,18168300,190781000,29015000,1597300,18607800
2021-07-30,70440600,12295300,5346400,20944800,183497000,24763300,1864200,28652800
2021-08-02,62880000,8911800,3721500,16267400,217444000,43066900,1806500,20873800
2021-08-03,64786600,8437300,6033000,17879000,301811000,45643300,2496500,18208200
2021-08-04,56368300,10389800,4793100,16191300,231309000,43391200,1995400,20868300
2021-08-05,46397700,7986100,4291000,13900200,211435000,23505400,3598600,15180200
2021-08-06,54126800,6475600,4581100,16589300,178497000,20413000,1944000,14888500
2021-08-09,48908700,9243100,3950200,16117600,146443000,32374300,1509800,17828200
2021-08-10,69023100,9762600,3678300,18616600,179238000,81189400,1441800,16340200
2021-08-11,48493500,7079800,4221300,13955900,185925000,50878200,1542600,18278600
2021-08-12,72282600,7377600,4300400,14561300,151652000,29676400,1939900,19225500
2021-08-13,59375000,6572600,5882100,18249000,183063000,35379200,1537800,20063000
2021-08-16,103296000,9476600,4782800,22507600,210876000,38045800,2377500,16959500
2021-08-17,92229700,10937500,6041900,20075300,204585000,68817000,2258000,16243700
2021-08-18,86326000,12893600,7134100,21813000,285913000,88598000,3037000,21890500
2021-08-19,86960300,17423400,5615000,29850500,766555000,57741600,3204500,30923500
2021-08-20,60549600,9707600,5428700,40817600,675741000,35157500,2401900,16918300
2021-08-23,60131800,10277800,6461700,22830200,575807000,88652400,2375900,21632600
2021-08-24,48606400,8924900,5734800,18175800,297299000,52624100,1619300,17915600
2021-08-25,58991300,9342300,5700300,20006100,347701000,51036800,1939000,13270300
2021-08-26,48597200,8124800,5031600,17666100,237940000,29029300,1385400,11842600
2021-08-27,55802400,10281200,7046100,22605700,304722000,32924500,1621600,15822500
2021-08-30,90956700,8127200,3252700,16348100,262580000,25774400,1284200,14086100
2021-08-31,86453100,15676900,7106800,26285300,259850000,34547800,4249100,27104100
2021-09-01,80313700,10557300,5327400,18983800,201767000,32900100,2034400,21644100
2021-09-02,71115500,12340100,4544300,16285600,187834000,26106300,3137400,23293300
2021-09-03,57808700,9097000,4096900,14747900,280532000,20817200,1604800,13840000
2021-09-07,82278300,9237800,6859900,17180400,198107000,26236900,1920300,14354400
2021-09-08,74420200,10775900,4661700,15046800,254434000,15839600,2262500,18756700
2021-09-09,57305700,10219400,7114600,19927000,196856000,21695300,3508500,19110800
2021-09-10,140893200,11006000,6699300,19633400,248376000,20801500,4215800,15123700
2021-09-13,102404300,11500900,6273500,23652900,297500000,37086200,3068200,22052300
2021-09-14,109296300,15294100,5259600,21853400,199755000,24100200,2879800,19940300
2021-09-15,83281300,11623400,7935300,28356300,166538000,28674600,3180600,23240900
2021-09-16,68034100,10616700,5665400,19550800,156033000,22424200,2262700,17907200
2021-09-17,129868800,16006100,13419800,41372500,294503000,56370500,4534200,30000400
2021-09-20,123478900,15796100,7270800,38278700,349440000,41873000,2799800,27555100
2021-09-21,75834000,10958400,6663600,22364100,204688000,23645600,2382200,19696800
2021-09-22,76404300,13292800,5657100,26626300,268726000,22616700,3629400,25690600
2021-09-23,64838200,10094900,4697900,18604600,248555000,19719200,2681600,23069400
2021-09-24,53477900,8225300,4399300,14999000,217655000,16150700,1950400,22328600
2021-09-27,74150700,12697500,5775500,23571700,245215000,19955900,2608600,32972200
2021-09-28,108972300,15560800,7610400,43186200,343069000,28512200,3115400,37619300
2021-09-29,74602000,10268100,5124100,26353700,218394000,18037200,2056300,23422800
2021-09-30,89056700,15319800,6972300,32343600,221009000,21103300,3779900,31289600
2021-10-01,94639600,10854900,8568300,30086300,240978000,38483000,3146600,24407300
2021-10-04,98322000,13305400,8620700,31350700,345635000,28906500,3074800,33946700
2021-10-05,80861100,13017300,5129000,24993000,279282000,19342600,3269400,29641600
2021-10-06,83221100,10630100,7312600,28002600,297202000,30483800,2809200,25284900
2021-10-07,61732700,8830900,5309200,20430500,256919000,19778300,2813700,19513600
2021-10-08,58773200,10586700,4343200,17685700,151258000,12778600,2012200,22186900
2021-10-11,64452200,9794800,4101600,19298600,163388000,11984200,2164200,22121500
2021-10-12,73035900,9085000,6686400,17974100,162134000,16222300,2415700,20198600
2021-10-13,78762700,9220700,6901100,23416300,180652000,28205700,3021800,14991700
2021-10-14,69907100,7648600,4579200,27262900,243589000,17590300,6038800,18594500
2021-10-15,67940300,9968100,6918400,25384800,226994000,23550300,3312000,16092600
2021-10-18,85589200,10677400,7465500,22729300,189494000,21733000,2232800,18282800
2021-10-19,76378900,10362800,10081300,17682100,161473000,17159800,1616800,18933200
2021-10-20,58418800,10811400,6003200,16537100,146276000,22788300,2764000,14305200
2021-10-21,61421000,9372600,4524100,16918100,187590000,22142300,2465100,16564600
2021-10-22,58883400,8673800,4304300,17449300,249384000,17183000,2736200,14266800
2021-10-25,50720600,9579800,6715400,17554500,230235000,22846200,3553500,17939800
